id,standard,chapter_number,chapter_name,major_topic,subtopic,concept_tested,stem,option_a,option_b,option_c,option_d,correct_option,correct_answer_text,solution,formula_principle,common_misconception,difficulty,estimated_time,question_type,source_type,concept_family_id,family_size,syllabus_scope_status,generator_eligible_strict_cet,generator_eligible_extended_revision,review_status,syllabus_version,release_version
PHY-12-CH04-0119,12,4,Thermodynamics,Refrigerator and Heat Pump,Heat pump against refrigerator,Two coefficients differ by one,"For a reversed Carnot cycle working between the same two reservoirs, the coefficient of performance of a heat pump compared with that of a refrigerator is",larger by exactly one,larger by exactly the efficiency of the corresponding engine,smaller by exactly one,"the same, since the same cycle is being described in two ways",A,larger by exactly one,"Since Q1 = Q2 plus W, dividing by W gives Q1 divided by W = Q2 divided by W plus 1. In terms of temperatures, T1 divided by (T1 minus T2) minus T2 divided by (T1 minus T2) = 1. Hence the heat pump value always exceeds the refrigerator value by one.",Heat pump coefficient = Q1/W = T1/(T1 minus T2); refrigerator coefficient = Q2/W = T2/(T1 minus T2).,Students treat the two coefficients as identical because the same machine is involved.,Hard,60 to 90 seconds,Comparison Based,ORIGINAL,CF-26c0eff5,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH04-0120,12,4,Thermodynamics,Refrigerator and Heat Pump,Rates of energy transfer,Power required by an ideal refrigerator,"An ideal refrigerator maintains a cold chamber at 250 K while rejecting heat to surroundings at 300 K, and it removes heat from the chamber at the rate of 1000 J per second. The power that must be supplied to it and the rate at which heat is delivered to the surroundings are",200 W and 1200 W,200 W and 1000 W,1000 W and 2000 W,5000 W and 6000 W,A,200 W and 1200 W,The coefficient of performance is 250 divided by 50 = 5. The power required is 1000 divided by 5 = 200 W. The rate at which heat is delivered to the surroundings is 1000 plus 200 = 1200 W.,Coefficient of performance = T2 divided by (T1 minus T2); W rate = Q2 rate divided by the coefficient; Q1 rate = Q2 rate plus W rate.,"Students multiply by the coefficient of performance instead of dividing, or omit the work from the heat delivered.",Challenging,More than 90 seconds,Multi-Step Numerical,ORIGINAL,CF-b1ac906f,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0001,12,5,Oscillations,Simple Harmonic Motion Basics,Restoring force,Direction of restoring force in linear SHM,"In linear simple harmonic motion, the restoring force acting on the particle is always directed",along the instantaneous displacement of the particle,towards the nearer extreme position,along the direction of motion of the particle,towards the mean position,D,towards the mean position,"The defining property of linear SHM is F = -k x. The negative sign means that whatever the sign of x, the force has the opposite sign, so it always points back to the point where x = 0, that is, the mean position.","F = -k x, the restoring force is proportional to displacement and opposite in direction","Students often assume the force acts in the direction of motion, forgetting that from mean to extreme the particle slows down because force opposes motion.",Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-16f3aae3,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0002,12,5,Oscillations,Simple Harmonic Motion Basics,Acceleration in SHM,Relation a = -omega^2 x,"For a particle performing linear SHM, the acceleration is",directly proportional to the displacement and in the same direction as it,directly proportional to the displacement and opposite in direction to it,inversely proportional to the displacement and opposite in direction to it,directly proportional to the square of the displacement,B,directly proportional to the displacement and opposite in direction to it,"Dividing F = -k x by the mass m gives a = -(k/m) x = -omega^2 x. So the magnitude of acceleration grows in direct proportion to x, and its sign is always opposite to that of x.",a = -omega^2 x for linear SHM,"Learners recall a proportional to x but forget the sign, and then cannot explain why the particle turns back at the extreme positions.",Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-42dacfb8,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0003,12,5,Oscillations,Simple Harmonic Motion Basics,Differential equation,Differential equation of linear SHM,The differential equation of linear simple harmonic motion is,d^2x/dt^2 - omega^2 x = 0,dx/dt + omega^2 x = 0,d^2x/dt^2 + omega^2 x = 0,d^2x/dt^2 + omega x = 0,C,d^2x/dt^2 + omega^2 x = 0,"Acceleration is the second derivative of displacement. Substituting a = -omega^2 x gives d^2x/dt^2 = -omega^2 x, which on rearranging becomes d^2x/dt^2 + omega^2 x = 0.","a = d^2x/dt^2 = -omega^2 x, hence d^2x/dt^2 + omega^2 x = 0","The minus sign is often shifted to the wrong side, giving an equation whose solutions are exponentials rather than sines and cosines.",Easy,Under 30 seconds,Formula Based,ORIGINAL,CF-79976a8c,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0004,12,5,Oscillations,Simple Harmonic Motion Basics,Force constant,SI unit of force constant,The SI unit of the force constant k appearing in F = -k x is,N m,N m^-1,N s m^-1,N m^-2,B,N m^-1,"From F = -k x, the magnitude of k is force divided by displacement. Force is measured in N and displacement in m, so k is measured in N per m, written N m^-1.",k = magnitude of F divided by x,Students sometimes quote N m because they associate k with energy stored in a spring rather than with the defining ratio of force to displacement.,Easy,Under 30 seconds,Unit and Dimension,ORIGINAL,CF-f2ca6746,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0005,12,5,Oscillations,Simple Harmonic Motion Basics,Restoring force,Numerical use of F = -k x,A particle performing SHM has a force constant of 200 N m^-1. The magnitude of the restoring force when the displacement is 0.05 m is,10 N,4000 N,100 N,5 N,A,10 N,Magnitude of F = k x = 200 x 0.05 = 10 N. The direction is towards the mean position.,Magnitude of F = k x,The one half that belongs to the potential energy expression is often carried into the force expression by mistake.,Easy,Under 30 seconds,Numerical,ORIGINAL,CF-f7d5c90e,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0006,12,5,Oscillations,Simple Harmonic Motion Basics,Characteristics of SHM,Positions of maximum and zero acceleration,Which of the following statements about a particle performing linear SHM is correct?,The magnitude of acceleration is maximum at the mean position and zero at the extreme positions,The acceleration and the speed are both maximum at the same position,The acceleration is constant in magnitude throughout the motion,The magnitude of acceleration is maximum at the extreme positions and zero at the mean position,D,The magnitude of acceleration is maximum at the extreme positions and zero at the mean position,"Since the magnitude of acceleration is omega^2 times the magnitude of x, it is largest where x is largest, that is at x equal to plus or minus A, and it is zero where x = 0, the mean position.","a = -omega^2 x, so magnitude of a is proportional to magnitude of x","Speed and acceleration are frequently assumed to peak together, whereas in SHM one is maximum exactly where the other is zero.",Easy,Under 30 seconds,Statement Based,ORIGINAL,CF-f7b82dd9,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0007,12,5,Oscillations,Simple Harmonic Motion Basics,Characteristics of SHM,State of motion at the mean position,"As a particle performing SHM passes through the mean position, its",speed is zero and acceleration is maximum,speed is maximum and acceleration is zero,speed and acceleration are both maximum,speed and acceleration are both zero,B,speed is maximum and acceleration is zero,"Putting x = 0 gives v = omega sqrt(A^2) = A omega, the largest possible speed, and a = -omega^2 x = 0.",v = omega sqrt(A^2 - x^2) and a = -omega^2 x,The mean and extreme positions are often interchanged when recalling where speed and acceleration take extreme values.,Easy,Under 30 seconds,Direct Concept,ORIGINAL,CF-b3625399,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0008,12,5,Oscillations,Simple Harmonic Motion Basics,Angular frequency,Dimensions of angular frequency,The dimensional formula of the angular frequency omega of a particle performing SHM is,M^0 L^0 T^-1,M^0 L^0 T^-2,M^0 L^1 T^-1,M^0 L^0 T^1,A,M^0 L^0 T^-1,"omega is an angle divided by time. Angle in radian is dimensionless, so omega has the dimensions of the reciprocal of time, that is M^0 L^0 T^-1, measured in rad s^-1.","omega = 2 pi / T, and angle is dimensionless","Because omega^2 appears in a = -omega^2 x, students sometimes assign the dimensions of omega^2 to omega itself.",Easy,Under 30 seconds,Unit and Dimension,ORIGINAL,CF-9295d97c,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0009,12,5,Oscillations,Simple Harmonic Motion Basics,Angular frequency,Extracting omega from a = -omega^2 x,"The acceleration of a particle performing SHM is given by a = -16 x, where a is in m s^-2 and x is in m. The period of the motion is",pi/8 s,pi/2 s,8 pi s,pi/4 s,B,pi/2 s,"Comparing a = -16 x with a = -omega^2 x gives omega^2 = 16, so omega = 4 rad s^-1. Then T = 2 pi / omega = 2 pi / 4 = pi/2 s, which is about 1.57 s.","Compare a = -omega^2 x with the given relation, then T = 2 pi / omega",The coefficient of x is omega^2 and not omega; forgetting the square root doubles or quarters the answer.,Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-17043a35,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0010,12,5,Oscillations,Simple Harmonic Motion Basics,Conditions for SHM,Testing whether a motion is simple harmonic,"A particle moves along a straight line such that its acceleration is a = -k x^3, where k is a positive constant and x is the displacement from a fixed point. The motion is",oscillatory and periodic but not simple harmonic,simple harmonic with angular frequency equal to sqrt(k),neither oscillatory nor periodic,simple harmonic with a period that depends on k alone,A,oscillatory and periodic but not simple harmonic,"The acceleration is directed towards x = 0 because of the negative sign, so the particle oscillates about x = 0. However SHM demands a = -omega^2 x, a first power relation. Here a varies as the cube of x, so the motion is oscillatory and periodic but not simple harmonic.","SHM requires a proportional to x to the first power, with a negative sign","Any restoring type acceleration is often labelled SHM, but only the first power dependence gives sinusoidal motion with an amplitude independent period.",Medium,30 to 60 seconds,Conceptual Trap,ORIGINAL,CF-651bcc3b,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0011,12,5,Oscillations,Simple Harmonic Motion Basics,SHM and circular motion,Linear SHM as a projection of uniform circular motion,Linear simple harmonic motion can be described as the motion of,the projection of a particle in uniform circular motion on the tangent to the reference circle,the projection of a uniformly accelerated straight line motion on a diameter,the projection of a particle in uniform circular motion on any diameter of the reference circle,a particle moving on a circle with uniformly increasing speed,C,the projection of a particle in uniform circular motion on any diameter of the reference circle,"If a reference particle moves on a circle of radius A with constant angular speed omega, its position vector makes an angle omega t + phi with a chosen axis. The foot of the perpendicular from this particle to any diameter has displacement A cos(omega t + phi), which is exactly linear SHM of amplitude A.",x = A cos(omega t + phi) is the projection of uniform circular motion of radius A,"The reference circle is often thought to be the actual path of the oscillating particle, whereas only the projection performs SHM.",Medium,30 to 60 seconds,Direct Concept,ORIGINAL,CF-99061ea9,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0012,12,5,Oscillations,Simple Harmonic Motion Basics,Force constant,Meaning of the ratio k over m,"For a particle of mass m performing SHM under a restoring force of force constant k, the ratio k/m is equal to",omega^2,omega,T^2,1/omega^2,A,omega^2,"Newton second law gives m a = -k x, so a = -(k/m) x. Comparing with a = -omega^2 x shows that omega^2 = k/m, so omega = sqrt(k/m) and T = 2 pi sqrt(m/k).",a = -(k/m) x compared with a = -omega^2 x,"Students sometimes write omega = k/m directly, which is dimensionally impossible and gives wrong periods.",Medium,30 to 60 seconds,Formula Based,ORIGINAL,CF-acb217d2,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
PHY-12-CH05-0013,12,5,Oscillations,Simple Harmonic Motion Basics,Restoring force,Period from a given force law,"A body of mass 2 kg experiences a restoring force F = -8 x N, where x is in m. The period of its oscillation is",2 pi s,pi s,pi/2 s,4 pi s,B,pi s,"Here k = 8 N m^-1 and m = 2 kg, so omega^2 = k/m = 8/2 = 4 and omega = 2 rad s^-1. Then T = 2 pi / omega = 2 pi / 2 = pi s, which is about 3.14 s.",omega = sqrt(k/m) and T = 2 pi / omega,"The mass is often ignored, so that the coefficient of x alone is taken as omega^2.",Medium,30 to 60 seconds,Numerical,ORIGINAL,CF-c8aed658,1,IN_SCOPE,True,True,MODEL_VERIFIED,MHT-CET 2026,1.1.2
